"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"22654",34340,"Morera","28/03/2011 12:08","Medio (4 - 8 mts)",180,"Grande",-68.8517237304,-32.8747445295,6,"Residencial Norte",2694682.37982,0,"medio"
"24682",37356,"Morera","29/11/2010 09:48","Alto (> 8 mts)",90,"Grande",-68.8574116687,-32.87181977,6,"Residencial Norte",2694682.37982,0,"bajo"
"17519",26694,"Morera","10/11/2011 09:13","Alto (> 8 mts)",125,"Grande",-68.8319328502,-32.8932113524,3,"Parque O'Higgins",1531146.02653,0,"medio"
"5051",7732,"Morera","18/05/2011 12:40","Alto (> 8 mts)",160,"Grande",-68.8499345026,-32.8874753377,5,"Residencial Sur",2423808.92355,0,"medio"
"29679",45026,"Morera","29/08/2011 09:27","Alto (> 8 mts)",185,"Grande",-68.8255343003,-32.8701070009,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"13623",20847,"Morera","27/05/2011 09:34","Alto (> 8 mts)",148,"Grande",-68.8594700976,-32.8948777519,5,"Residencial Sur",2423808.92355,0,"medio"
"8571",13094,"Morera","17/02/2011 09:22","Alto (> 8 mts)",120,"Grande",-68.8464191009,-32.8652526369,4,"Cuarta Oeste",1173332.70145,0,"medio"
"28812",43661,"Fresno europeo","13/10/2011 17:58","Muy bajo (1 - 2 mts)",9,"Chico",-68.8350478847,-32.8811093944,1,"Parque Central",1655357.93265,0,"bajo"
"10399",16037,"Paraiso","15/08/2011 14:12","Alto (> 8 mts)",155,"Grande",-68.8455763472,-32.8722324012,6,"Residencial Norte",2694682.37982,0,"medio"
"25475",38517,"Fresno europeo","02/11/2010 12:23","Alto (> 8 mts)",150,"Grande",-68.8507800562,-32.8692740358,6,"Residencial Norte",2694682.37982,0,"medio"
"10475",16160,"Morera","18/07/2011 10:47","Alto (> 8 mts)",222,"Grande",-68.8430329165,-32.8672240199,4,"Cuarta Oeste",1173332.70145,0,"alto"
"21046",31952,"Morera","02/06/2011 13:34","Medio (4 - 8 mts)",130,"Grande",-68.8606463321,-32.8841371227,5,"Residencial Sur",2423808.92355,0,"medio"
"23504",35607,"Morera","16/03/2011 12:49","Alto (> 8 mts)",160,"Grande",-68.8567023343,-32.8742465908,6,"Residencial Norte",2694682.37982,0,"medio"
"13863",21207,"Acer","10/05/2011 11:00","Alto (> 8 mts)",120,"Grande",-68.851757026,-32.8955570165,5,"Residencial Sur",2423808.92355,0,"medio"
"18528",28200,"Morera","14/03/2011 18:05","Alto (> 8 mts)",126,"Grande",-68.8473126349,-32.893637469,2,"Barrio Civico",2366816.36021,1,"medio"
"21922",33272,"Pltano","29/06/2011 11:32","Alto (> 8 mts)",320,"Grande",-68.8551742522,-32.8910448102,5,"Residencial Sur",2423808.92355,0,"muy alto"
"1778",2701,"Fresno europeo","11/10/2011 12:12","Medio (4 - 8 mts)",80,"Grande",-68.829764474,-32.8829044987,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"29816",45218,"Olmo bola","28/09/2011 10:02","Medio (4 - 8 mts)",70,"Grande",-68.8222197069,-32.8722792044,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"6534",9972,"Paraiso","10/11/2010 11:22","Medio (4 - 8 mts)",80,"Grande",-68.8546162754,-32.8701641117,6,"Residencial Norte",2694682.37982,0,"bajo"
"21599",32766,"Perenne","17/05/2011 09:00","Medio (4 - 8 mts)",220,"Grande",-68.8530281054,-32.8859354841,5,"Residencial Sur",2423808.92355,0,"alto"
"15758",23972,"Olmo comun","12/01/2011 13:58","Alto (> 8 mts)",180,"Grande",-68.8467940102,-32.899816932,2,"Barrio Civico",2366816.36021,0,"medio"
"21352",32401,"Acacia SP","23/05/2011 14:00","Alto (> 8 mts)",160,"Grande",-68.8504576937,-32.8893214463,5,"Residencial Sur",2423808.92355,0,"medio"
"9284",14223,"Paraiso sombrilla","07/12/2011 16:52","Medio (4 - 8 mts)",160,"Grande",-68.8767250125,-32.8660321257,8,"Aeroparque",2203364.73622,0,"medio"
"26883",40664,"Fresno europeo","13/04/2011 09:21","Medio (4 - 8 mts)",38,"Mediano",-68.8439933424,-32.8841870011,1,"Parque Central",1655357.93265,0,"bajo"
"24229",36695,"Fresno europeo","07/06/2011 09:23","Bajo (2 - 4 mts)",84,"Grande",-68.860264025,-32.883437759,7,"Residencial Parque",1786336.08966,0,"bajo"
"25755",38958,"Morera","27/12/2010 13:11","Medio (4 - 8 mts)",40,"Mediano",-68.8549929199,-32.8705136751,6,"Residencial Norte",2694682.37982,0,"bajo"
"11765",18116,"Paraiso","28/07/2011 09:55","Medio (4 - 8 mts)",116,"Grande",-68.8410854982,-32.8697949949,4,"Cuarta Oeste",1173332.70145,0,"medio"
"21906",33249,"Morera","30/06/2011 11:39","Bajo (2 - 4 mts)",20,"Chico",-68.8552665168,-32.8900389898,5,"Residencial Sur",2423808.92355,0,"bajo"
"10713",16542,"Fresno europeo","19/07/2011 10:36","Alto (> 8 mts)",133,"Grande",-68.8406855406,-32.8649422891,4,"Cuarta Oeste",1173332.70145,0,"medio"
"17137",26101,"Fresno americano","04/11/2011 15:56","Medio (4 - 8 mts)",120,"Grande",-68.8332966851,-32.8875711152,3,"Parque O'Higgins",1531146.02653,0,"medio"
"18284",27860,"Morera","07/11/2011 08:35","Muy bajo (1 - 2 mts)",16,"Chico",-68.8346431393,-32.8931517571,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"5166",7902,"Tilo","15/06/2011 13:31","Medio (4 - 8 mts)",50,"Mediano",-68.8559497834,-32.8889740547,5,"Residencial Sur",2423808.92355,0,"bajo"
"11811",18188,"Morera","26/07/2011 08:47","Alto (> 8 mts)",152,"Grande",-68.8404620513,-32.8698363592,4,"Cuarta Oeste",1173332.70145,0,"medio"
"8721",13320,"Acer","22/02/2011 13:50","Medio (4 - 8 mts)",106,"Grande",-68.8482950738,-32.8662104945,6,"Residencial Norte",2694682.37982,0,"medio"
"4787",7334,"Morera","21/06/2011 11:23","Medio (4 - 8 mts)",64,"Grande",-68.8598668122,-32.9006764532,5,"Residencial Sur",2423808.92355,0,"bajo"
"29804",45203,"Fresno europeo","28/09/2011 10:37","Alto (> 8 mts)",165,"Grande",-68.8232420014,-32.8724111273,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"14699",22423,"Morera","15/06/2011 09:44","Alto (> 8 mts)",148,"Grande",-68.8600407086,-32.8993045214,5,"Residencial Sur",2423808.92355,0,"medio"
"20009",30395,"Morera","04/03/2011 09:52","Alto (> 8 mts)",160,"Grande",-68.8405480895,-32.8903596331,3,"Parque O'Higgins",1531146.02653,0,"medio"
"8598",13129,"Morera","17/02/2011 12:25","Alto (> 8 mts)",180,"Grande",-68.845554194,-32.8649788653,4,"Cuarta Oeste",1173332.70145,0,"medio"
"20215",30705,"Morera","03/02/2011 13:01","Alto (> 8 mts)",180,"Grande",-68.8555027559,-32.8680883681,6,"Residencial Norte",2694682.37982,0,"medio"
"26514",40089,"Fresno europeo","19/04/2011 12:41","Alto (> 8 mts)",180,"Grande",-68.845589836,-32.879059501,1,"Parque Central",1655357.93265,0,"medio"
"3918",6033,"Morera","18/04/2011 10:53","Muy bajo (1 - 2 mts)",15,"Chico",-68.8477152158,-32.8863966154,1,"Parque Central",1655357.93265,0,"bajo"
"4315",6628,"Fresno europeo","11/05/2011 11:24","Muy bajo (1 - 2 mts)",8,"Chico",-68.8582943158,-32.8927802193,5,"Residencial Sur",2423808.92355,0,"bajo"
"26236",39665,"Morera","21/10/2010 14:14","Medio (4 - 8 mts)",79,"Grande",-68.8473933352,-32.8687521971,6,"Residencial Norte",2694682.37982,0,"bajo"
"28133",42622,"Fresno europeo","28/09/2011 09:18","Muy bajo (1 - 2 mts)",8,"Chico",-68.8279441821,-32.8764375437,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"9695",14850,"Morera","19/12/2011 07:57","Bajo (2 - 4 mts)",40,"Mediano",-68.8811675289,-32.8740817628,8,"Aeroparque",2203364.73622,0,"bajo"
"3714",5711,"Morera","04/05/2011 13:43","Medio (4 - 8 mts)",31,"Mediano",-68.8410452017,-32.8788280052,1,"Parque Central",1655357.93265,0,"bajo"
"4520",6926,"Morera","08/06/2011 09:13","Alto (> 8 mts)",106,"Grande",-68.8553440129,-32.8961349688,5,"Residencial Sur",2423808.92355,1,"medio"
"20978",31856,"Morera","30/06/2011 09:13","Alto (> 8 mts)",150,"Grande",-68.8612951016,-32.8889149918,5,"Residencial Sur",2423808.92355,1,"medio"
"20159",30623,"lamo blanco","07/02/2011 13:39","Alto (> 8 mts)",196,"Grande",-68.8580664767,-32.8677131151,6,"Residencial Norte",2694682.37982,0,"medio"
"17827",27148,"Pltano","27/10/2011 10:11","Alto (> 8 mts)",150,"Grande",-68.8377576017,-32.8897077694,3,"Parque O'Higgins",1531146.02653,0,"medio"
"28536",43254,"Morera","24/10/2011 08:57","Medio (4 - 8 mts)",180,"Grande",-68.8344892895,-32.8799175492,1,"Parque Central",1655357.93265,1,"medio"
"17988",27403,"Morera","19/10/2011 12:28","Medio (4 - 8 mts)",105,"Grande",-68.8342959927,-32.8883041399,3,"Parque O'Higgins",1531146.02653,0,"medio"
"10575",16328,"Acacia SP","05/08/2011 11:31","Bajo (2 - 4 mts)",10,"Chico",-68.8423500192,-32.8652581876,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"1397",2127,"Morera","11/11/2011 13:12","Bajo (2 - 4 mts)",60,"Mediano",-68.8313091418,-32.8875849583,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"24398",36941,"Paraiso","08/04/2011 11:03","Alto (> 8 mts)",190,"Grande",-68.8582639882,-32.8789037109,7,"Residencial Parque",1786336.08966,0,"medio"
"30222",45851,"Morera","26/08/2011 08:10","Medio (4 - 8 mts)",220,"Grande",-68.8215179234,-32.8689576262,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
"5427",8312,"Morera","16/03/2011 12:33","Alto (> 8 mts)",200,"Grande",-68.8452961345,-32.8931615893,2,"Barrio Civico",2366816.36021,0,"medio"
"6428",9805,"Paraiso sombrilla","12/01/2011 13:37","Alto (> 8 mts)",120,"Grande",-68.8442175102,-32.8642235441,4,"Cuarta Oeste",1173332.70145,0,"medio"
"4162",6395,"Morera","19/05/2011 10:17","Alto (> 8 mts)",50,"Mediano",-68.8520024992,-32.8872294391,5,"Residencial Sur",2423808.92355,0,"bajo"
"4142",6370,"Morera","03/06/2011 09:38","Alto (> 8 mts)",80,"Grande",-68.8572465268,-32.8878034043,5,"Residencial Sur",2423808.92355,0,"bajo"
"12939",19854,"Morera","30/06/2011 09:36","Alto (> 8 mts)",157,"Grande",-68.8337917355,-32.8632759147,4,"Cuarta Oeste",1173332.70145,1,"medio"
"20219",30710,"Aguaribay","04/02/2011 11:53","Alto (> 8 mts)",170,"Grande",-68.855628322,-32.8677072124,6,"Residencial Norte",2694682.37982,0,"medio"
"9760",14975,"Acacia SP","21/12/2011 16:25","Bajo (2 - 4 mts)",46,"Mediano",-68.880682271,-32.8715933343,8,"Aeroparque",2203364.73622,0,"bajo"
"11821",18200,"Morera","22/07/2011 09:11","Alto (> 8 mts)",135,"Grande",-68.8404003049,-32.8690983779,4,"Cuarta Oeste",1173332.70145,0,"medio"
"16794",25583,"Morera","11/02/2011 10:46","Medio (4 - 8 mts)",88,"Grande",-68.839172678,-32.9013092424,2,"Barrio Civico",2366816.36021,1,"bajo"
"29253",44359,"Pltano","17/10/2011 13:06","Alto (> 8 mts)",220,"Grande",-68.8370512948,-32.8835111457,3,"Parque O'Higgins",1531146.02653,0,"alto"
"31682",48068,"Morera","27/09/2011 10:58","Alto (> 8 mts)",150,"Grande",-68.8269954891,-32.8665227213,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"28537",43255,"Morera","24/10/2011 08:53","Medio (4 - 8 mts)",100,"Grande",-68.8346312947,-32.8799082323,1,"Parque Central",1655357.93265,0,"bajo"
"25168",38074,"Fresno europeo","06/12/2010 09:23","Medio (4 - 8 mts)",130,"Grande",-68.8475463925,-32.8720935222,6,"Residencial Norte",2694682.37982,0,"medio"
"13178",20199,"Morera","26/05/2011 13:42","Alto (> 8 mts)",140,"Grande",-68.8591482795,-32.8948141813,5,"Residencial Sur",2423808.92355,0,"medio"
"704",1087,"Caducifolio","13/12/2011 18:50","Bajo (2 - 4 mts)",34,"Mediano",-68.8809911039,-32.867749267,8,"Aeroparque",2203364.73622,0,"bajo"
"563",873,"Aguaribay","14/12/2011 11:26","Medio (4 - 8 mts)",125,"Grande",-68.8802781701,-32.8657242435,8,"Aeroparque",2203364.73622,0,"medio"
"27601",41773,"Morera","27/04/2011 11:07","Alto (> 8 mts)",170,"Grande",-68.84187919,-32.8778838363,1,"Parque Central",1655357.93265,0,"medio"
"25418",38435,"Fresno europeo","03/11/2010 10:42","Bajo (2 - 4 mts)",30,"Mediano",-68.8509643537,-32.8697781981,6,"Residencial Norte",2694682.37982,0,"bajo"
"5843",8962,"Morera","19/01/2011 12:46","Alto (> 8 mts)",160,"Grande",-68.8473999694,-32.8685238636,6,"Residencial Norte",2694682.37982,0,"medio"
"29554",44832,"Morera","23/08/2011 09:29","Alto (> 8 mts)",145,"Grande",-68.8251116305,-32.8671083674,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"11676",17989,"Conifera","29/07/2011 18:03","Alto (> 8 mts)",85,"Grande",-68.8396129525,-32.8673355408,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"25063",37923,"Morera","19/11/2010 09:56","Alto (> 8 mts)",95,"Grande",-68.8488525534,-32.8738508859,6,"Residencial Norte",2694682.37982,0,"bajo"
"69",99,"Pltano","29/02/2012 10:32","Bajo (2 - 4 mts)",160,"Grande",-68.8562045722,-32.9017241239,5,"Residencial Sur",2423808.92355,0,"medio"
"5019",7689,"Fresno europeo","26/05/2011 10:06","Bajo (2 - 4 mts)",80,"Grande",-68.85316545,-32.8839369648,5,"Residencial Sur",2423808.92355,0,"bajo"
"31552",47856,"Morera","21/09/2011 09:03","Alto (> 8 mts)",158,"Grande",-68.8291961169,-32.8733485041,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"21706",32949,"Morera","23/05/2011 10:37","Alto (> 8 mts)",170,"Grande",-68.850250177,-32.8885228888,5,"Residencial Sur",2423808.92355,0,"medio"
"5195",7946,"Morera","25/02/2011 18:59","Bajo (2 - 4 mts)",30,"Mediano",-68.8464784013,-32.8872429751,1,"Parque Central",1655357.93265,0,"bajo"
"7517",11468,"Acacia SP","06/01/2011 12:42","Medio (4 - 8 mts)",119,"Grande",-68.8432405029,-32.8628315732,4,"Cuarta Oeste",1173332.70145,0,"medio"
"7905",12045,"Morera","05/05/2010 11:00","Bajo (2 - 4 mts)",56,"Mediano",-68.8537209058,-32.8671531693,6,"Residencial Norte",2694682.37982,0,"bajo"
"20083",30512,"Fresno europeo","04/04/2011 16:19","Medio (4 - 8 mts)",46,"Mediano",-68.8397111791,-32.887286068,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"22305",33840,"Fresno europeo","16/05/2011 13:21","Medio (4 - 8 mts)",100,"Grande",-68.8533512009,-32.8859799561,5,"Residencial Sur",2423808.92355,0,"bajo"
"15408",23441,"Olmo comun","18/01/2011 15:17","Alto (> 8 mts)",130,"Grande",-68.8487176429,-32.9028169425,2,"Barrio Civico",2366816.36021,0,"medio"
"10191",15747,"Paraiso","22/11/2011 09:50","Medio (4 - 8 mts)",65,"Grande",-68.8729994141,-32.8793189144,7,"Residencial Parque",1786336.08966,0,"bajo"
"3226",4932,"Jacarand","19/07/2011 19:40","Medio (4 - 8 mts)",40,"Mediano",-68.8431871226,-32.8666859862,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"1227",1875,"Paraiso","15/11/2011 13:22","Medio (4 - 8 mts)",52,"Mediano",-68.8608776021,-32.8703688255,7,"Residencial Parque",1786336.08966,0,"bajo"
"24365",36895,"Morera","07/04/2011 13:01","Alto (> 8 mts)",190,"Grande",-68.8596411994,-32.8799715299,7,"Residencial Parque",1786336.08966,0,"medio"
"6169",9432,"Braquiquito","11/02/2011 12:18","Medio (4 - 8 mts)",100,"Grande",-68.8564926097,-32.864343909,6,"Residencial Norte",2694682.37982,0,"bajo"
"24076",36477,"Fresno americano","18/03/2011 10:19","Alto (> 8 mts)",78,"Grande",-68.8547336225,-32.8795745915,6,"Residencial Norte",2694682.37982,0,"bajo"
"16420",24979,"Morera","16/02/2011 09:15","Alto (> 8 mts)",160,"Grande",-68.8379633792,-32.8963015027,2,"Barrio Civico",2366816.36021,0,"medio"
"23962",36298,"Morera","04/04/2011 10:29","Medio (4 - 8 mts)",110,"Grande",-68.8541622984,-32.8765940373,6,"Residencial Norte",2694682.37982,1,"medio"
"4175",6413,"Palo borracho","16/05/2011 09:51","Medio (4 - 8 mts)",33,"Mediano",-68.8568823814,-32.886860122,5,"Residencial Sur",2423808.92355,0,"bajo"
"2693",4119,"Tipa","28/09/2011 11:25","Bajo (2 - 4 mts)",80,"Grande",-68.82546021,-32.8748286347,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"23707",35923,"Morera","23/03/2011 13:09","Alto (> 8 mts)",140,"Grande",-68.8540515148,-32.8761876879,6,"Residencial Norte",2694682.37982,0,"medio"
"21108",32040,"Pltano","09/06/2011 13:35","Alto (> 8 mts)",210,"Grande",-68.8601703239,-32.88789737,5,"Residencial Sur",2423808.92355,0,"alto"
"23238",35223,"Morera","22/03/2011 13:31","Bajo (2 - 4 mts)",30,"Mediano",-68.853506706,-32.8813152938,6,"Residencial Norte",2694682.37982,0,"bajo"
"26567",40182,"Pltano","14/04/2011 12:42","Alto (> 8 mts)",190,"Grande",-68.8458560444,-32.8827417191,1,"Parque Central",1655357.93265,0,"medio"
"27500",41601,"Pltano","06/05/2011 10:58","Alto (> 8 mts)",200,"Grande",-68.8360708389,-32.8774570715,1,"Parque Central",1655357.93265,0,"medio"
"20703",31436,"Fresno europeo","14/07/2011 09:14","Medio (4 - 8 mts)",107,"Grande",-68.8489707626,-32.8852386916,1,"Parque Central",1655357.93265,0,"medio"
"982",1500,"Paraiso","24/11/2011 11:20","Medio (4 - 8 mts)",80,"Grande",-68.8719608605,-32.8763204317,7,"Residencial Parque",1786336.08966,0,"bajo"
"29934",45407,"Morera","15/09/2011 16:03","Alto (> 8 mts)",140,"Grande",-68.8258739732,-32.8718162815,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
"7513",11464,"Morera","06/01/2011 13:27","Bajo (2 - 4 mts)",3,"Chico",-68.8434939458,-32.8628359779,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"2879",4413,"Morera","12/08/2011 10:10","Medio (4 - 8 mts)",80,"Grande",-68.834860245,-32.868238021,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"1067",1622,"Morera","24/11/2011 09:56","Bajo (2 - 4 mts)",32,"Mediano",-68.8713782805,-32.878497007,7,"Residencial Parque",1786336.08966,0,"bajo"
"16183",24619,"Morera","07/02/2011 08:53","Alto (> 8 mts)",180,"Grande",-68.8430619858,-32.9039004749,2,"Barrio Civico",2366816.36021,1,"medio"
"28419",43063,"Paraiso","03/10/2011 09:58","Bajo (2 - 4 mts)",25,"Mediano",-68.8322239881,-32.8785764721,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"12585",19325,"Morera","19/07/2011 14:00","Alto (> 8 mts)",190,"Grande",-68.8357205649,-32.8710229375,4,"Cuarta Oeste",1173332.70145,0,"medio"
"21295",32319,"Morera","28/06/2011 13:35","Alto (> 8 mts)",120,"Grande",-68.8514454175,-32.891363332,5,"Residencial Sur",2423808.92355,0,"medio"
"29301",44442,"Pltano","18/10/2011 10:10","Alto (> 8 mts)",300,"Grande",-68.837691369,-32.8844164655,3,"Parque O'Higgins",1531146.02653,0,"alto"
"15268",23234,"Acer","31/01/2012 17:57","Bajo (2 - 4 mts)",60,"Mediano",-68.8518611343,-32.9019089176,2,"Barrio Civico",2366816.36021,0,"bajo"
"8660",13227,"Paraiso","21/02/2011 12:41","Alto (> 8 mts)",140,"Grande",-68.8475498526,-32.8653789192,6,"Residencial Norte",2694682.37982,0,"medio"
"29231",44327,"Acacia SP","12/10/2011 16:26","Alto (> 8 mts)",84,"Grande",-68.835796068,-32.882296991,3,"Parque O'Higgins",1531146.02653,1,"bajo"
"7541",11508,"Perenne","22/02/2011 11:19","Bajo (2 - 4 mts)",45,"Mediano",-68.8529034394,-32.8664810503,6,"Residencial Norte",2694682.37982,0,"bajo"
"8322",12702,"Morera","20/01/2011 09:31","Bajo (2 - 4 mts)",34,"Mediano",-68.847587182,-32.863427834,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"25463",38496,"Paraiso","02/11/2010 10:35","Alto (> 8 mts)",182,"Grande",-68.8502997826,-32.8699687586,6,"Residencial Norte",2694682.37982,0,"medio"
"18972",28864,"Fresno europeo","26/04/2011 11:37","Bajo (2 - 4 mts)",20,"Chico",-68.8462671295,-32.8858586471,1,"Parque Central",1655357.93265,0,"bajo"
"22198",33668,"Morera","13/05/2011 10:55","Alto (> 8 mts)",160,"Grande",-68.8562203076,-32.8874229292,5,"Residencial Sur",2423808.92355,0,"medio"
"21911",33259,"Fresno europeo","30/06/2011 11:22","Alto (> 8 mts)",65,"Grande",-68.8560842991,-32.8900261395,5,"Residencial Sur",2423808.92355,0,"bajo"
"29457",44689,"Morera","19/08/2011 10:06","Alto (> 8 mts)",155,"Grande",-68.8236696856,-32.8672983997,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"29651",44973,"Morera","29/08/2011 09:33","Medio (4 - 8 mts)",200,"Grande",-68.8246284981,-32.8694312671,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"14783",22545,"Morera","17/06/2011 10:09","Alto (> 8 mts)",195,"Grande",-68.8612464166,-32.8994056823,5,"Residencial Sur",2423808.92355,1,"medio"
"22031",33437,"Acacia SP","15/06/2011 13:39","Medio (4 - 8 mts)",50,"Mediano",-68.8560076782,-32.8891813446,5,"Residencial Sur",2423808.92355,0,"bajo"
"11681",17994,"Fresno americano","29/07/2011 17:56","Bajo (2 - 4 mts)",37,"Mediano",-68.8400814561,-32.8673900321,4,"Cuarta Oeste",1173332.70145,0,"bajo"
"1635",2474,"Fresno europeo","25/10/2011 09:51","Bajo (2 - 4 mts)",28,"Mediano",-68.8356897665,-32.8926818372,3,"Parque O'Higgins",1531146.02653,0,"bajo"
"2739",4194,"Fresno europeo","06/07/2011 11:47","Alto (> 8 mts)",72,"Grande",-68.8378603118,-32.8750376989,1,"Parque Central",1655357.93265,0,"bajo"
"15899",24181,"Morera","24/01/2011 08:53","Medio (4 - 8 mts)",80,"Grande",-68.8457010665,-32.9019067063,2,"Barrio Civico",2366816.36021,0,"bajo"
"26190",39593,"Braquiquito","25/10/2010 09:50","Muy bajo (1 - 2 mts)",15,"Chico",-68.8475905767,-32.8689288144,6,"Residencial Norte",2694682.37982,0,"bajo"
"28431",43085,"Morera","03/10/2011 09:22","Medio (4 - 8 mts)",83,"Grande",-68.8309255251,-32.8781357795,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
"15180",23104,"Fresno europeo","19/01/2011 15:56","Alto (> 8 mts)",107,"Grande",-68.8472567252,-32.9019478995,2,"Barrio Civico",2366816.36021,0,"medio"
"27856",42173,"lamo criollo","06/05/2011 11:15","Alto (> 8 mts)",102,"Grande",-68.8406124465,-32.8747444255,1,"Parque Central",1655357.93265,0,"medio"
"6707",10255,"Perenne","07/12/2010 13:49","Bajo (2 - 4 mts)",40,"Mediano",-68.848194535,-32.8712806603,6,"Residencial Norte",2694682.37982,0,"bajo"
"29097",44118,"Fresno europeo","04/10/2011 09:41","Alto (> 8 mts)",155,"Grande",-68.8360296079,-32.8797118812,1,"Parque Central",1655357.93265,0,"medio"
"6064",9281,"Morera","23/02/2011 09:10","Medio (4 - 8 mts)",66,"Grande",-68.8483518844,-32.8661562327,6,"Residencial Norte",2694682.37982,0,"bajo"
"29560",44845,"Fresno europeo","23/08/2011 08:47","Alto (> 8 mts)",130,"Grande",-68.8241620783,-32.8669550107,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
"7185",10958,"Morera","21/03/2011 17:20","Alto (> 8 mts)",72,"Grande",-68.8580093649,-32.8814113177,7,"Residencial Parque",1786336.08966,0,"bajo"
"7276",11082,"Fresno americano","21/03/2011 11:59","Medio (4 - 8 mts)",65,"Grande",-68.8551804131,-32.8804781653,6,"Residencial Norte",2694682.37982,0,"bajo"
