"id","especie","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","inclinacion_peligrosa","cric_tronco_cm_cat","cric_diamtero_cm","esbeltez","rareza_de_altura"
7876,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",-68.8558422718,-32.8890973716,"5",0,"bajo",12.56,50.24,"muy raro"
7881,"Paraiso","Medio (4 - 8 mts)",56,"Mediano",-68.8542079716,-32.8892990087,"5",0,"bajo",175.84,527.52,"normal"
7882,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",-68.8541994348,-32.8892650158,"5",0,"bajo",141.3,423.9,"muy común"
7884,"Ligustro","Medio (4 - 8 mts)",25,"Mediano",-68.8543966706,-32.8890936184,"5",0,"bajo",78.5,235.5,"normal"
7885,"Fresno europeo","Alto (> 8 mts)",115,"Grande",-68.8573207106,-32.8886577511,"5",0,"medio",361.1,361.1,"normal"
7890,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",-68.8574632472,-32.8892569481,"5",0,"bajo",219.8,659.4,"muy común"
7891,"Olmo bola","Medio (4 - 8 mts)",30,"Mediano",-68.8572823519,-32.8895312989,"5",0,"bajo",94.2,282.6,"muy común"
7893,"Morera","Alto (> 8 mts)",120,"Grande",-68.857156536,-32.8895575703,"5",0,"medio",376.8,376.8,"muy común"
7894,"Ligustro","Medio (4 - 8 mts)",60,"Mediano",-68.8571060709,-32.889567599,"5",0,"bajo",188.4,565.2,"normal"
7897,"Prunas","Medio (4 - 8 mts)",25,"Mediano",-68.8560896567,-32.8895315749,"5",0,"bajo",78.5,235.5,"normal"
7898,"Jacarand","Bajo (2 - 4 mts)",30,"Mediano",-68.8560808875,-32.8894855209,"5",0,"bajo",94.2,188.4,"normal"
7899,"Fresno europeo","Medio (4 - 8 mts)",20,"Chico",-68.8560521203,-32.8893747023,"5",0,"bajo",62.8,188.4,"muy común"
7900,"Fresno europeo","Alto (> 8 mts)",120,"Grande",-68.8559830778,-32.8891150185,"5",0,"medio",376.8,376.8,"normal"
7901,"Tilo","Medio (4 - 8 mts)",38,"Mediano",-68.8559582772,-32.8890060187,"5",0,"bajo",119.32,357.96,"muy común"
7902,"Tilo","Medio (4 - 8 mts)",50,"Mediano",-68.8559497834,-32.8889740547,"5",0,"bajo",157,471,"muy común"
7903,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",-68.8559641195,-32.8887962071,"5",0,"bajo",15.7,62.8,"muy raro"
7904,"Pltano","Alto (> 8 mts)",199,"Grande",-68.8588719678,-32.8882574829,"5",0,"medio",624.86,624.86,"muy común"
7908,"Fresno europeo","Medio (4 - 8 mts)",31,"Mediano",-68.8589133532,-32.8889758841,"5",0,"bajo",97.34,292.02,"muy común"
7910,"Fresno europeo","Medio (4 - 8 mts)",30,"Mediano",-68.8589214457,-32.8885495508,"5",0,"bajo",94.2,282.6,"muy común"
7911,"Morera","Alto (> 8 mts)",76,"Grande",-68.8589220757,-32.8885181744,"5",1,"bajo",238.64,238.64,"muy común"
7914,"Morera","Alto (> 8 mts)",105,"Grande",-68.8592370855,-32.8881837022,"5",0,"medio",329.7,329.7,"muy común"
7915,"Conifera","Alto (> 8 mts)",126,"Grande",-68.8590632736,-32.8884926426,"5",0,"medio",395.64,395.64,"muy común"
7917,"Caducifolio","Alto (> 8 mts)",88,"Grande",-68.8590552961,-32.8886921438,"5",0,"bajo",276.32,276.32,"muy raro"
7919,"Morera","Medio (4 - 8 mts)",32,"Mediano",-68.859796839,-32.8890712722,"5",0,"bajo",100.48,301.44,"normal"
7920,"Morera","Alto (> 8 mts)",80,"Grande",-68.8601323209,-32.8890136132,"5",0,"bajo",251.2,251.2,"muy común"
7921,"Fresno europeo","Alto (> 8 mts)",162,"Grande",-68.8605670298,-32.8889332277,"5",0,"medio",508.68,508.68,"normal"
7922,"Morera","Medio (4 - 8 mts)",54,"Mediano",-68.861191789,-32.8888182401,"5",0,"bajo",169.56,508.68,"normal"
7923,"Jacarand","Bajo (2 - 4 mts)",12,"Chico",-68.861471926,-32.8882872134,"5",0,"bajo",37.68,75.36,"normal"
7924,"Jacarand","Medio (4 - 8 mts)",40,"Mediano",-68.8614589267,-32.888226479,"5",0,"bajo",125.6,376.8,"muy común"
7926,"Fresno europeo","Medio (4 - 8 mts)",38,"Mediano",-68.8409154378,-32.8891525954,"3",0,"bajo",119.32,357.96,"muy común"
7927,"Fresno europeo","Muy bajo (1 - 2 mts)",10,"Chico",-68.840968782,-32.8891434669,"3",0,"bajo",31.4,125.6,"muy raro"
7928,"Fresno americano","Alto (> 8 mts)",127,"Grande",-68.8410312612,-32.8891334194,"3",0,"medio",398.78,398.78,"normal"
7929,"Acer","Bajo (2 - 4 mts)",42,"Mediano",-68.8490708337,-32.8870400462,"5",0,"bajo",131.88,263.76,"raro"
7930,"Paraiso sombrilla","Medio (4 - 8 mts)",70,"Grande",-68.8492191083,-32.8875531327,"5",0,"bajo",219.8,659.4,"muy común"
7931,"Fresno americano","Medio (4 - 8 mts)",120,"Grande",-68.8491255589,-32.887624231,"5",0,"medio",376.8,1130.4,"muy común"
7932,"Fresno americano","Alto (> 8 mts)",130,"Grande",-68.8477696086,-32.887166678,"1",0,"medio",408.2,408.2,"normal"
7933,"Fresno americano","Alto (> 8 mts)",100,"Grande",-68.8478001388,-32.887281854,"1",0,"bajo",314,314,"normal"
7938,"Fresno americano","Alto (> 8 mts)",160,"Grande",-68.8478786116,-32.8878519179,"5",0,"medio",502.4,502.4,"normal"
7940,"Fresno americano","Alto (> 8 mts)",100,"Grande",-68.8478257586,-32.8878658416,"5",0,"bajo",314,314,"normal"
7941,"Fresno americano","Alto (> 8 mts)",100,"Grande",-68.8478024957,-32.8878717248,"5",0,"bajo",314,314,"normal"
7942,"Fresno europeo","Bajo (2 - 4 mts)",35,"Mediano",-68.8473568169,-32.8879589036,"2",0,"bajo",109.9,219.8,"raro"
7943,"Fresno americano","Medio (4 - 8 mts)",100,"Grande",-68.8469882044,-32.888034454,"2",0,"bajo",314,942,"muy común"
7945,"Fresno americano","Bajo (2 - 4 mts)",40,"Mediano",-68.8464692825,-32.8872123867,"1",0,"bajo",125.6,251.2,"raro"
7946,"Morera","Bajo (2 - 4 mts)",30,"Mediano",-68.8464784013,-32.8872429751,"1",0,"bajo",94.2,188.4,"raro"
7948,"Fresno americano","Alto (> 8 mts)",180,"Grande",-68.8465143041,-32.8873818148,"1",0,"medio",565.2,565.2,"normal"
7949,"Morera","Medio (4 - 8 mts)",45,"Mediano",-68.8465442516,-32.8875018397,"1",1,"bajo",141.3,423.9,"normal"
7950,"Morera","Muy bajo (1 - 2 mts)",15,"Chico",-68.8465803974,-32.887628212,"1",0,"bajo",47.1,188.4,"muy raro"
7951,"Pltano","Alto (> 8 mts)",220,"Grande",-68.8452444458,-32.8875954874,"1",0,"alto",690.8,690.8,"muy común"
7953,"Morera","Alto (> 8 mts)",85,"Grande",-68.8442493011,-32.8881731409,"2",0,"bajo",266.9,266.9,"muy común"
7958,"Fresno europeo","Alto (> 8 mts)",100,"Grande",-68.8439230462,-32.8885950721,"2",0,"bajo",314,314,"normal"
7960,"Morera","Muy bajo (1 - 2 mts)",11,"Chico",-68.8429357384,-32.8885957485,"3",0,"bajo",34.54,138.16,"muy raro"
7961,"Morera","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8429304692,-32.8885699653,"3",0,"bajo",94.2,376.8,"muy raro"
7964,"Fresno europeo","Medio (4 - 8 mts)",37,"Mediano",-68.8418892446,-32.8889705453,"3",0,"bajo",116.18,348.54,"muy común"
7968,"Fresno americano","Alto (> 8 mts)",240,"Grande",-68.8426677868,-32.8888231186,"3",0,"alto",753.6,753.6,"normal"
7969,"Fresno europeo","Medio (4 - 8 mts)",50,"Mediano",-68.8427054171,-32.8888142014,"3",0,"bajo",157,471,"muy común"
7970,"Fresno europeo","Bajo (2 - 4 mts)",10,"Chico",-68.8427459442,-32.8888048982,"3",0,"bajo",31.4,62.8,"raro"
7972,"Morera","Muy bajo (1 - 2 mts)",1,"Chico",-68.8427583031,-32.8884567769,"3",0,"bajo",3.14,12.56,"muy raro"
7974,"Morera","Alto (> 8 mts)",55,"Mediano",-68.8426820774,-32.8882142783,"3",0,"bajo",172.7,172.7,"muy común"
7976,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",-68.8413245535,-32.8890783667,"3",0,"bajo",25.12,100.48,"muy raro"
7977,"Jacarand","Medio (4 - 8 mts)",48,"Mediano",-68.8412791952,-32.8890866417,"3",1,"bajo",150.72,452.16,"muy común"
7979,"Pltano","Alto (> 8 mts)",117,"Grande",-68.8413782803,-32.8882522671,"3",0,"medio",367.38,367.38,"muy común"
7980,"Pltano","Alto (> 8 mts)",141,"Grande",-68.8413866353,-32.8882847575,"3",0,"medio",442.74,442.74,"muy común"
7981,"Pltano","Alto (> 8 mts)",140,"Grande",-68.841395559,-32.8883195516,"3",0,"medio",439.6,439.6,"muy común"
7982,"Ligustro","Medio (4 - 8 mts)",67,"Grande",-68.8414099371,-32.8883635354,"3",0,"bajo",210.38,631.14,"normal"
7984,"Pltano","Alto (> 8 mts)",210,"Grande",-68.8407202772,-32.8882134722,"3",0,"alto",659.4,659.4,"muy común"
7985,"Pltano","Alto (> 8 mts)",140,"Grande",-68.840618172,-32.8882337204,"3",0,"medio",439.6,439.6,"muy común"
7986,"Pltano","Alto (> 8 mts)",126,"Grande",-68.8404017094,-32.8882762116,"3",0,"medio",395.64,395.64,"muy común"
7987,"Fresno europeo","Medio (4 - 8 mts)",55,"Mediano",-68.8402749745,-32.8884704383,"3",0,"bajo",172.7,518.1,"muy común"
7988,"Fresno europeo","Alto (> 8 mts)",55,"Mediano",-68.8402859712,-32.8885182735,"3",0,"bajo",172.7,172.7,"normal"
7989,"Fresno europeo","Alto (> 8 mts)",101,"Grande",-68.8402995595,-32.8885691292,"3",0,"medio",317.14,317.14,"normal"
7990,"Fresno europeo","Bajo (2 - 4 mts)",15,"Chico",-68.8403275244,-32.8886638858,"3",0,"bajo",47.1,94.2,"raro"
7991,"Fresno europeo","Alto (> 8 mts)",56,"Mediano",-68.840339448,-32.8887139413,"3",0,"bajo",175.84,175.84,"normal"
7992,"Fresno europeo","Medio (4 - 8 mts)",48,"Mediano",-68.8403518148,-32.8887642111,"3",0,"bajo",150.72,452.16,"muy común"
7993,"Fresno europeo","Bajo (2 - 4 mts)",40,"Mediano",-68.8404332804,-32.8891352051,"3",0,"bajo",125.6,251.2,"raro"
7994,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",-68.8404530997,-32.8892008456,"3",0,"bajo",141.3,423.9,"muy común"
7995,"Fresno europeo","Bajo (2 - 4 mts)",15,"Chico",-68.8405423566,-32.889219546,"3",0,"bajo",47.1,94.2,"raro"
7997,"Fresno americano","Bajo (2 - 4 mts)",22,"Mediano",-68.8393483593,-32.889444035,"3",1,"bajo",69.08,138.16,"raro"
7998,"Fresno europeo","Alto (> 8 mts)",67,"Grande",-68.8394062116,-32.8894349662,"3",0,"bajo",210.38,210.38,"normal"
8000,"Fresno europeo","Medio (4 - 8 mts)",55,"Mediano",-68.8395757691,-32.8894026093,"3",0,"bajo",172.7,518.1,"muy común"
8002,"Fresno europeo","Medio (4 - 8 mts)",55,"Mediano",-68.8396811203,-32.8893807422,"3",0,"bajo",172.7,518.1,"muy común"
8003,"Fresno americano","Alto (> 8 mts)",155,"Grande",-68.8397515783,-32.8893674108,"3",0,"medio",486.7,486.7,"normal"
8004,"Caducifolio","Muy bajo (1 - 2 mts)",8,"Chico",-68.8398547232,-32.8893457373,"3",0,"bajo",25.12,100.48,"muy común"
8005,"Fresno europeo","Medio (4 - 8 mts)",40,"Mediano",-68.8399473841,-32.8893275426,"3",0,"bajo",125.6,376.8,"muy común"
8006,"Fresno europeo","Muy bajo (1 - 2 mts)",4,"Chico",-68.8401550467,-32.889291443,"3",0,"bajo",12.56,50.24,"muy raro"
8008,"Fresno europeo","Medio (4 - 8 mts)",81,"Grande",-68.8402817716,-32.8891012118,"3",0,"bajo",254.34,763.02,"muy común"
8010,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",-68.8402274492,-32.888881163,"3",0,"bajo",141.3,423.9,"muy común"
8011,"Caducifolio","Alto (> 8 mts)",150,"Grande",-68.8402225899,-32.8888578598,"3",0,"medio",471,471,"muy raro"
8012,"Fresno europeo","Alto (> 8 mts)",74,"Grande",-68.8401798249,-32.8886509337,"3",0,"bajo",232.36,232.36,"normal"
8013,"Fresno europeo","Bajo (2 - 4 mts)",22,"Mediano",-68.8401475468,-32.8885216854,"3",0,"bajo",69.08,138.16,"raro"
8015,"Fresno europeo","Medio (4 - 8 mts)",40,"Mediano",-68.840113771,-32.8883926787,"3",0,"bajo",125.6,376.8,"muy común"
8016,"Pltano","Alto (> 8 mts)",225,"Grande",-68.8400528463,-32.8883318935,"3",0,"alto",706.5,706.5,"muy común"
8018,"Pltano","Medio (4 - 8 mts)",23,"Mediano",-68.8389874554,-32.8886674984,"3",0,"bajo",72.22,216.66,"normal"
8020,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8494327718,-32.8883963179,"5",1,"medio",408.2,1224.6,"normal"
8021,"Morera","Medio (4 - 8 mts)",50,"Mediano",-68.8494425063,-32.8884287517,"5",0,"bajo",157,471,"normal"
8023,"Ailanthus","Bajo (2 - 4 mts)",25,"Mediano",-68.8483080742,-32.8885850228,"5",0,"bajo",78.5,157,"raro"
8027,"Fresno americano","Medio (4 - 8 mts)",46,"Mediano",-68.8481965741,-32.8882204606,"5",0,"bajo",144.44,433.32,"muy común"
8028,"Morera","Alto (> 8 mts)",220,"Grande",-68.8481576222,-32.8880517077,"5",0,"alto",690.8,690.8,"muy común"
8030,"Fresno americano","Alto (> 8 mts)",138,"Grande",-68.848005018,-32.8880577394,"5",0,"medio",433.32,433.32,"normal"
8031,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",-68.8480371302,-32.888178066,"5",0,"bajo",62.8,125.6,"raro"
8032,"Fresno americano","Alto (> 8 mts)",104,"Grande",-68.8480541251,-32.8882623903,"5",0,"medio",326.56,326.56,"normal"
8036,"Morera","Alto (> 8 mts)",160,"Grande",-68.8475670474,-32.8890471675,"2",0,"medio",502.4,502.4,"muy común"
8037,"Morera","Medio (4 - 8 mts)",55,"Mediano",-68.8472797512,-32.8891041826,"2",0,"bajo",172.7,518.1,"normal"
8038,"Olmo bola","Medio (4 - 8 mts)",44,"Mediano",-68.8470367951,-32.8888101244,"2",0,"bajo",138.16,414.48,"muy común"
8039,"Fresno americano","Medio (4 - 8 mts)",148,"Grande",-68.8469189154,-32.8881665158,"2",0,"medio",464.72,1394.16,"muy común"
8041,"Fresno europeo","Alto (> 8 mts)",136,"Grande",-68.8470049435,-32.8881513239,"2",0,"medio",427.04,427.04,"normal"
8043,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",-68.8473631229,-32.8880850354,"2",0,"bajo",62.8,125.6,"raro"
8044,"Morera","Alto (> 8 mts)",140,"Grande",-68.8463285982,-32.8892612103,"2",1,"medio",439.6,439.6,"muy común"
8045,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",-68.8418668255,-32.8895352536,"3",0,"bajo",15.7,62.8,"muy raro"
8046,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",-68.8421911492,-32.8900353221,"2",0,"bajo",15.7,62.8,"muy raro"
8048,"Morera","Alto (> 8 mts)",94,"Grande",-68.8429505162,-32.8892260018,"2",0,"bajo",295.16,295.16,"muy común"
8049,"Morera","Bajo (2 - 4 mts)",50,"Mediano",-68.8429386531,-32.8891655943,"2",0,"bajo",157,314,"raro"
8050,"Paraiso","Medio (4 - 8 mts)",90,"Grande",-68.8429076887,-32.889038636,"2",0,"bajo",282.6,847.8,"normal"
8052,"Fresno americano","Medio (4 - 8 mts)",69,"Grande",-68.8427976716,-32.8889292181,"3",0,"bajo",216.66,649.98,"muy común"
8055,"Fresno europeo","Medio (4 - 8 mts)",47,"Mediano",-68.8424575223,-32.8889900149,"3",0,"bajo",147.58,442.74,"muy común"
8056,"Fresno europeo","Bajo (2 - 4 mts)",21,"Mediano",-68.8423323162,-32.8890139332,"3",0,"bajo",65.94,131.88,"raro"
8058,"Morera","Alto (> 8 mts)",68,"Grande",-68.8416418499,-32.8901642017,"2",0,"bajo",213.52,213.52,"muy común"
8060,"Morera","Alto (> 8 mts)",110,"Grande",-68.8409723057,-32.89028547,"3",0,"medio",345.4,345.4,"muy común"
8061,"Morera","Alto (> 8 mts)",160,"Grande",-68.8408733128,-32.8903049026,"3",0,"medio",502.4,502.4,"muy común"
8062,"Acacia SP","Alto (> 8 mts)",180,"Grande",-68.8407181547,-32.890160145,"3",0,"medio",565.2,565.2,"muy común"
8064,"Fresno europeo","Bajo (2 - 4 mts)",22,"Mediano",-68.8406043329,-32.8893358197,"3",0,"bajo",69.08,138.16,"raro"
8065,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",-68.8405721377,-32.8893429769,"3",0,"bajo",25.12,100.48,"muy raro"
8066,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8407674428,-32.8893060977,"3",0,"bajo",25.12,100.48,"muy raro"
8067,"Fresno europeo","Medio (4 - 8 mts)",26,"Mediano",-68.8413255897,-32.8892009449,"3",0,"bajo",81.64,244.92,"muy común"
8068,"Morera","Alto (> 8 mts)",83,"Grande",-68.8403847669,-32.8894881555,"3",0,"bajo",260.62,260.62,"muy común"
8069,"Morera","Bajo (2 - 4 mts)",22,"Mediano",-68.8404001349,-32.8895532574,"3",0,"bajo",69.08,138.16,"raro"
8071,"Acacia SP","Alto (> 8 mts)",100,"Grande",-68.8404896007,-32.8898951342,"3",0,"bajo",314,314,"muy común"
8072,"Fresno americano","Alto (> 8 mts)",75,"Grande",-68.8405128165,-32.8899835287,"3",1,"bajo",235.5,235.5,"normal"
8073,"Fresno americano","Alto (> 8 mts)",85,"Grande",-68.8405302764,-32.890036565,"3",0,"bajo",266.9,266.9,"normal"
8076,"Morera","Alto (> 8 mts)",55,"Mediano",-68.8405872587,-32.8902682164,"3",0,"bajo",172.7,172.7,"muy común"
8077,"Morera","Alto (> 8 mts)",160,"Grande",-68.8403842187,-32.890387583,"3",0,"medio",502.4,502.4,"muy común"
8078,"Morera","Alto (> 8 mts)",130,"Grande",-68.8402270201,-32.8904166106,"3",0,"medio",408.2,408.2,"muy común"
8079,"Braquiquito","Medio (4 - 8 mts)",70,"Grande",-68.8396760822,-32.8905973393,"3",0,"bajo",219.8,659.4,"muy común"
8080,"Braquiquito","Medio (4 - 8 mts)",55,"Mediano",-68.8397756969,-32.8905789318,"3",0,"bajo",172.7,518.1,"muy común"
8081,"Conifera","Bajo (2 - 4 mts)",48,"Mediano",-68.8395699133,-32.8906232107,"3",0,"bajo",150.72,301.44,"raro"
8082,"Fresno europeo","Bajo (2 - 4 mts)",31,"Mediano",-68.8393254878,-32.8895836434,"3",0,"bajo",97.34,194.68,"raro"
8084,"Fresno europeo","Medio (4 - 8 mts)",44,"Mediano",-68.8394486372,-32.8895596993,"3",0,"bajo",138.16,414.48,"muy común"
8086,"Fresno americano","Alto (> 8 mts)",200,"Grande",-68.8395828843,-32.8895327126,"3",0,"medio",628,628,"normal"
8087,"Fresno americano","Alto (> 8 mts)",120,"Grande",-68.83964306,-32.8895218911,"3",0,"medio",376.8,376.8,"normal"
8089,"Morera","Alto (> 8 mts)",180,"Grande",-68.8483149027,-32.8892464409,"5",1,"medio",565.2,565.2,"muy común"
8091,"Morera","Alto (> 8 mts)",160,"Grande",-68.8483805079,-32.8895252388,"5",0,"medio",502.4,502.4,"muy común"
8092,"Morera","Alto (> 8 mts)",54,"Mediano",-68.8484254081,-32.8896903145,"5",0,"bajo",169.56,169.56,"muy común"
8094,"Morera","Medio (4 - 8 mts)",74,"Grande",-68.8484965813,-32.8899513106,"5",1,"bajo",232.36,697.08,"normal"
8096,"Morera","Alto (> 8 mts)",140,"Grande",-68.8472353889,-32.8895145145,"2",0,"medio",439.6,439.6,"muy común"
8097,"Morera","Medio (4 - 8 mts)",31,"Mediano",-68.8472142812,-32.8894250833,"2",0,"bajo",97.34,292.02,"normal"
8098,"Pltano","Alto (> 8 mts)",220,"Grande",-68.8460870445,-32.8902178965,"2",0,"alto",690.8,690.8,"muy común"
8099,"Pltano","Alto (> 8 mts)",220,"Grande",-68.8459653655,-32.8897717611,"2",0,"alto",690.8,690.8,"muy común"
8100,"Pltano","Alto (> 8 mts)",190,"Grande",-68.8459425108,-32.8896982811,"2",0,"medio",596.6,596.6,"muy común"
8103,"Perenne","Alto (> 8 mts)",93,"Grande",-68.8432228715,-32.890335453,"2",0,"bajo",292.02,292.02,"muy raro"
8104,"Paraiso","Medio (4 - 8 mts)",90,"Grande",-68.8432831026,-32.8905706607,"2",0,"bajo",282.6,847.8,"normal"
8105,"Fresno europeo","Medio (4 - 8 mts)",28,"Mediano",-68.8433662109,-32.8908389847,"2",0,"bajo",87.92,263.76,"muy común"
8108,"Morera","Alto (> 8 mts)",110,"Grande",-68.8428198627,-32.8900948564,"2",0,"medio",345.4,345.4,"muy común"
8109,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",-68.84172683,-32.8913116602,"2",0,"bajo",25.12,100.48,"muy raro"
8110,"Acacia SP","Alto (> 8 mts)",90,"Grande",-68.841017589,-32.8913212986,"2",0,"bajo",282.6,282.6,"muy común"
8111,"Fresno europeo","Alto (> 8 mts)",70,"Grande",-68.8410048421,-32.8912704018,"2",0,"bajo",219.8,219.8,"normal"
8115,"Acacia SP","Alto (> 8 mts)",112,"Grande",-68.8406978989,-32.8906386261,"3",1,"medio",351.68,351.68,"muy común"
8116,"Acacia SP","Alto (> 8 mts)",116,"Grande",-68.8407165948,-32.8907136058,"3",0,"medio",364.24,364.24,"muy común"
8117,"Fresno europeo","Alto (> 8 mts)",66,"Grande",-68.8407496809,-32.8908580736,"2",0,"bajo",207.24,207.24,"normal"
8119,"Morera","Alto (> 8 mts)",115,"Grande",-68.8407766265,-32.8909754946,"2",0,"medio",361.1,361.1,"muy común"
8120,"Fresno europeo","Medio (4 - 8 mts)",41,"Mediano",-68.8408449788,-32.8912127877,"2",0,"bajo",128.74,386.22,"muy común"
8121,"Fresno europeo","Medio (4 - 8 mts)",38,"Mediano",-68.8408879908,-32.8913578299,"2",0,"bajo",119.32,357.96,"muy común"
8122,"Acacia SP","Medio (4 - 8 mts)",116,"Grande",-68.8409022028,-32.8914069821,"2",0,"medio",364.24,1092.72,"normal"
8123,"Morera","Alto (> 8 mts)",180,"Grande",-68.8405811421,-32.8915245667,"2",0,"medio",565.2,565.2,"muy común"
8124,"Morera","Alto (> 8 mts)",144,"Grande",-68.8397615148,-32.8906738861,"3",0,"medio",452.16,452.16,"muy común"
8127,"Morera","Alto (> 8 mts)",140,"Grande",-68.8499983162,-32.8906393659,"5",0,"medio",439.6,439.6,"muy común"
8128,"Morera","Alto (> 8 mts)",120,"Grande",-68.8500017801,-32.8908803111,"5",1,"medio",376.8,376.8,"muy común"
8132,"Morera","Alto (> 8 mts)",160,"Grande",-68.8487855803,-32.8910133364,"2",1,"medio",502.4,502.4,"muy común"
8135,"Morera","Medio (4 - 8 mts)",50,"Mediano",-68.8479641187,-32.8902960736,"2",0,"bajo",157,471,"normal"
8136,"Jacarand","Alto (> 8 mts)",151,"Grande",-68.848030237,-32.8902822733,"2",0,"medio",474.14,474.14,"raro"
8137,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8473361543,-32.8905466208,"2",0,"bajo",25.12,100.48,"muy raro"
8138,"Morera","Alto (> 8 mts)",63,"Grande",-68.847416475,-32.8907841775,"2",0,"bajo",197.82,197.82,"muy común"
8140,"Morera","Bajo (2 - 4 mts)",22,"Mediano",-68.8467357791,-32.8905115311,"2",0,"bajo",69.08,138.16,"raro"
8142,"Perenne","Alto (> 8 mts)",28,"Mediano",-68.8470563043,-32.8904530756,"2",0,"bajo",87.92,87.92,"muy raro"
8143,"Morera","Muy bajo (1 - 2 mts)",6,"Chico",-68.84707389,-32.8904495408,"2",0,"bajo",18.84,75.36,"muy raro"
8144,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8470907699,-32.8904474857,"2",0,"bajo",25.12,100.48,"muy raro"
8146,"Pltano","Alto (> 8 mts)",128,"Grande",-68.846107896,-32.890879624,"2",0,"medio",401.92,401.92,"muy común"
8147,"Pltano","Alto (> 8 mts)",112,"Grande",-68.8462229085,-32.8913132653,"2",0,"medio",351.68,351.68,"muy común"
8148,"Pltano","Alto (> 8 mts)",162,"Grande",-68.8454032636,-32.8917362607,"2",0,"medio",508.68,508.68,"muy común"
8149,"Pltano","Alto (> 8 mts)",125,"Grande",-68.845523024,-32.8917137086,"2",0,"medio",392.5,392.5,"muy común"
8150,"Pltano","Alto (> 8 mts)",135,"Grande",-68.8457780878,-32.8916659497,"2",0,"medio",423.9,423.9,"muy común"
8152,"Pltano","Alto (> 8 mts)",180,"Grande",-68.8459018407,-32.8916478403,"2",0,"medio",565.2,565.2,"muy común"
8153,"Pltano","Alto (> 8 mts)",144,"Grande",-68.8460536911,-32.8916197431,"2",0,"medio",452.16,452.16,"muy común"
8154,"Perenne","Medio (4 - 8 mts)",76,"Grande",-68.8451744595,-32.8916820989,"2",0,"bajo",238.64,715.92,"normal"
8156,"Morera","Muy bajo (1 - 2 mts)",3,"Chico",-68.8450423171,-32.8912094706,"2",0,"bajo",9.42,37.68,"muy raro"
8158,"Morera","Alto (> 8 mts)",60,"Mediano",-68.8453950879,-32.8907688061,"2",1,"bajo",188.4,188.4,"muy común"
8160,"Morera","Muy bajo (1 - 2 mts)",16,"Chico",-68.8458142976,-32.890696888,"2",0,"bajo",50.24,200.96,"muy raro"
8161,"Morera","Alto (> 8 mts)",160,"Grande",-68.8458636065,-32.8906873016,"2",0,"medio",502.4,502.4,"muy común"
8163,"Morera","Muy bajo (1 - 2 mts)",12,"Chico",-68.8447278398,-32.8910163232,"2",0,"bajo",37.68,150.72,"muy raro"
8165,"Morera","Alto (> 8 mts)",50,"Mediano",-68.8449357059,-32.8917523487,"2",0,"bajo",157,157,"muy común"
8167,"Morera","Alto (> 8 mts)",60,"Mediano",-68.8441877813,-32.8919580524,"2",0,"bajo",188.4,188.4,"muy común"
8169,"Morera","Muy bajo (1 - 2 mts)",12,"Chico",-68.8436784158,-32.891486127,"2",0,"bajo",37.68,150.72,"muy raro"
8170,"Morera","Alto (> 8 mts)",67,"Grande",-68.8436473159,-32.8913537451,"2",1,"bajo",210.38,210.38,"muy común"
8171,"Morera","Alto (> 8 mts)",195,"Grande",-68.8436127917,-32.8912220108,"2",1,"medio",612.3,612.3,"muy común"
8172,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",-68.8435994725,-32.8911688097,"2",1,"bajo",25.12,100.48,"muy raro"
8176,"Morera","Alto (> 8 mts)",155,"Grande",-68.843679056,-32.8919912192,"2",1,"medio",486.7,486.7,"muy común"
